common_words,cwc_min,cwc_max,csc_min,csc_max,ctc_min,ctc_max,last_word_eq,first_word_eq,abs_len_diff,mean_len,token_set_ratio,token_sort_ratio,fuzz_ratio,fuzz_partial_ratio,longest_substr_ratio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.47619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,50,50,50,62,0.5555555555555556
0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,17,17,17,25,0.2222222222222222
0.47058823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,38,38,38,33,0.3076923076923077
0.35294117647058826,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,25,25,25,25,0.2222222222222222
0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,6,6,6,14,0.058823529411764705
0.5925925925925926,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,56,56,56,54,0.21428571428571427
0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,16,16,16,20,0.18181818181818182
0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,59,59,59,56,0.3
0.2413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,14,14,14,17,0.15384615384615385
0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,92,92,92,83,0.7692307692307693
0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,32,32,32,30,0.2727272727272727
0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,7,0.06666666666666667
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.11428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,6,6,6,14,0.05555555555555555
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,10,10,10,17,0.15384615384615385
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.1388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,6,6,6,10,0.09090909090909091
0.6451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,48,48,48,62,0.21428571428571427
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,14,14,14,17,0.14285714285714285
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,26,26,26,32,0.16666666666666666
0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,50,50,50,50,0.2222222222222222
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,44,44,44,60,0.36363636363636365
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,2.0,0,0,0,0,0.0
0.6956521739130435,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,67,67,67,70,0.6363636363636364
0.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,33,33,33,40,0.18181818181818182
0.4838709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,47,47,47,50,0.4
0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,22,22,22,23,0.21428571428571427
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.19047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,20,20,20,20,0.09090909090909091
0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,8,8,7,12,0.1111111111111111
0.6190476190476191,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,45,45,45,44,0.2631578947368421
0.5652173913043478,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,55,55,55,47,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.46875,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,39,39,39,71,0.4
0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,16,16,16,30,0.07142857142857142
0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,6,6,6,9,0.06666666666666667
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.45161290322580644,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,40,40,40,44,0.1875
0.38095238095238093,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,40,40,40,40,0.36363636363636365
0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,5,5,5,10,0.09090909090909091
0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,13,13,13,30,0.18181818181818182
0.45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,26,26,16,24,0.16666666666666666
0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,50,50,50,50,0.2
0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,35,35,35,35,0.2
0.47368421052631576,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,22,22,22,27,0.2222222222222222
0.21052631578947367,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,22,22,22,24,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.17391304347826086,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,18,18,18,20,0.18181818181818182
0.35135135135135137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,23,23,23,28,0.15789473684210525
0.3235294117647059,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,30,30,30,36,0.26666666666666666
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,10,10,10,11,0.1
0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,8,8,8,15,0.07142857142857142
0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,40,40,40,60,0.3333333333333333
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,10,10,10,20,0.09090909090909091
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,7,7,7,10,0.09090909090909091
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,32,32,32,55,0.375
0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1.5,12,12,12,10,0.09090909090909091
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.6428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,54,54,54,62,0.2857142857142857
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,49,49,49,50,0.08695652173913043
0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,91,91,91,92,0.8461538461538461
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.17142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,6,6,6,15,0.05555555555555555
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,22,22,22,43,0.2
0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,35,35,35,35,0.2222222222222222
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,15,15,15,22,0.2
0.21052631578947367,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,22,22,22,31,0.125
0.6086956521739131,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,64,64,64,74,0.6363636363636364
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,15,15,15,22,0.15789473684210525
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,35,35,35,30,0.2727272727272727
0.30952380952380953,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,32,32,32,36,0.26666666666666666
0.3157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,22,22,22,22,0.2
0.08823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,6,6,6,10,0.09090909090909091
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,25,25,25,25,0.2222222222222222
0.6944444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,44,44,44,60,0.2727272727272727
0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,9,9,9,12,0.1
0.34615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,32,32,32,42,0.16666666666666666
0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,16,16,16,20,0.09090909090909091
0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,16,16,16,18,0.16666666666666666
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,10,10,10,13,0.1
0.75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,64,64,64,60,0.36363636363636365
0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,27,27,27,50,0.3333333333333333
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,25,25,25,36,0.16666666666666666
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1.5,0,0,0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0
0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,12,12,12,24,0.07692307692307693
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1.5,0,0,0,0,0.0
0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1.5,30,30,29,38,0.21428571428571427
0.04878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,5,5,5,7,0.0625
