len_diff,shingle_similarity_1,shingle_similarity_2,shingle_similarity_3
4,0.16666666666666666,0.16666666666666666,0.16666666666666666
2,0.38095238095238093,0.38095238095238093,0.38095238095238093
2,0.13333333333333333,0.13333333333333333,0.13333333333333333
2,0.29411764705882354,0.29411764705882354,0.29411764705882354
2,0.9230769230769231,0.9230769230769231,0.9230769230769231
11,0.21428571428571427,0.21428571428571427,0.21428571428571427
12,0.0,0.0,0.0
3,0.0,0.0,0.0
3,0.0,0.0,0.0
0,0.0,0.0,0.0
13,0.23076923076923078,0.23076923076923078,0.23076923076923078
10,0.0,0.0,0.0
9,0.0,0.0,0.0
5,0.0,0.0,0.0
1,0.7222222222222222,0.7222222222222222,0.7222222222222222
4,0.0,0.0,0.0
3,0.0,0.0,0.0
6,0.35,0.35,0.35
1,0.5,0.5,0.5
2,0.3333333333333333,0.3333333333333333,0.3333333333333333
5,0.0,0.0,0.0
3,0.2,0.2,0.2
3,0.0,0.0,0.0
2,0.3,0.3,0.3
0,1.0,1.0,1.0
9,0.3448275862068966,0.3448275862068966,0.3448275862068966
4,0.0,0.0,0.0
5,0.15384615384615385,0.15384615384615385,0.15384615384615385
5,0.46153846153846156,0.46153846153846156,0.46153846153846156
15,0.0,0.0,0.0
16,0.2,0.2,0.2
4,0.0,0.0,0.0
5,0.3125,0.3125,0.3125
8,0.2,0.2,0.2
10,0.28,0.28,0.28
1,0.21428571428571427,0.21428571428571427,0.21428571428571427
3,0.0,0.0,0.0
1,0.42105263157894735,0.42105263157894735,0.42105263157894735
6,0.0,0.0,0.0
0,0.5,0.5,0.5
5,0.12,0.12,0.12
2,0.8571428571428571,0.8571428571428571,0.8571428571428571
12,0.3181818181818182,0.3181818181818182,0.3181818181818182
1,0.0,0.0,0.0
0,0.0,0.0,0.0
1,0.0,0.0,0.0
1,0.0,0.0,0.0
18,0.0,0.0,0.0
5,0.0,0.0,0.0
2,0.0,0.0,0.0
16,0.0,0.0,0.0
5,0.47619047619047616,0.47619047619047616,0.47619047619047616
0,0.0,0.0,0.0
3,0.0,0.0,0.0
6,0.0,0.0,0.0
2,0.14285714285714285,0.14285714285714285,0.14285714285714285
2,0.2857142857142857,0.2857142857142857,0.2857142857142857
3,0.0,0.0,0.0
8,0.23809523809523808,0.23809523809523808,0.23809523809523808
4,0.0,0.0,0.0
21,0.0,0.0,0.0
3,0.5333333333333333,0.5333333333333333,0.5333333333333333
0,0.25,0.25,0.25
3,0.30434782608695654,0.30434782608695654,0.30434782608695654
2,0.13636363636363635,0.13636363636363635,0.13636363636363635
7,0.0,0.0,0.0
3,0.0,0.0,0.0
1,0.0,0.0,0.0
12,0.0,0.0,0.0
6,0.4444444444444444,0.4444444444444444,0.4444444444444444
5,0.375,0.375,0.375
4,0.0,0.0,0.0
14,0.2916666666666667,0.2916666666666667,0.2916666666666667
1,0.125,0.125,0.125
4,0.0,0.0,0.0
3,0.0,0.0,0.0
1,0.2608695652173913,0.2608695652173913,0.2608695652173913
1,0.23529411764705882,0.23529411764705882,0.23529411764705882
24,0.0,0.0,0.0
12,0.1111111111111111,0.1111111111111111,0.1111111111111111
6,0.2903225806451613,0.2903225806451613,0.2903225806451613
1,0.0,0.0,0.0
6,0.2,0.2,0.2
3,0.2857142857142857,0.2857142857142857,0.2857142857142857
1,0.0,0.0,0.0
14,0.0,0.0,0.0
1,0.0,0.0,0.0
20,0.0,0.0,0.0
0,0.0,0.0,0.0
3,0.0,0.0,0.0
1,0.1724137931034483,0.1724137931034483,0.1724137931034483
6,0.18518518518518517,0.18518518518518517,0.18518518518518517
6,0.0,0.0,0.0
2,0.0,0.0,0.0
4,0.0,0.0,0.0
2,0.0,0.0,0.0
5,0.36363636363636365,0.36363636363636365,0.36363636363636365
5,0.0,0.0,0.0
2,0.0,0.0,0.0
4,0.0,0.0,0.0
1,0.0,0.0,0.0
11,0.0,0.0,0.0
6,0.35714285714285715,0.35714285714285715,0.35714285714285715
14,0.0,0.0,0.0
3,0.0,0.0,0.0
2,0.47368421052631576,0.47368421052631576,0.47368421052631576
2,0.0,0.0,0.0
2,0.3225806451612903,0.3225806451612903,0.3225806451612903
0,0.8461538461538461,0.8461538461538461,0.8461538461538461
1,0.0,0.0,0.0
1,0.0967741935483871,0.0967741935483871,0.0967741935483871
1,0.0,0.0,0.0
2,0.17647058823529413,0.17647058823529413,0.17647058823529413
2,0.36,0.36,0.36
3,0.0,0.0,0.0
10,0.0,0.0,0.0
5,0.0,0.0,0.0
3,0.4375,0.4375,0.4375
2,0.0,0.0,0.0
9,0.10810810810810811,0.10810810810810811,0.10810810810810811
7,0.0,0.0,0.0
4,0.2,0.2,0.2
14,0.1935483870967742,0.1935483870967742,0.1935483870967742
1,0.1875,0.1875,0.1875
14,0.0,0.0,0.0
9,0.0,0.0,0.0
2,0.0,0.0,0.0
0,0.0,0.0,0.0
2,0.2,0.2,0.2
16,0.5,0.5,0.5
6,0.0,0.0,0.0
4,0.19047619047619047,0.19047619047619047,0.19047619047619047
6,0.13636363636363635,0.13636363636363635,0.13636363636363635
4,0.0,0.0,0.0
3,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.6,0.6,0.6
8,0.2,0.2,0.2
8,0.0,0.0,0.0
3,0.2777777777777778,0.2777777777777778,0.2777777777777778
4,0.0,0.0,0.0
17,0.0,0.0,0.0
9,0.0,0.0,0.0
3,0.0,0.0,0.0
9,0.16666666666666666,0.16666666666666666,0.16666666666666666
11,0.0,0.0,0.0
4,0.16666666666666666,0.16666666666666666,0.16666666666666666
5,0.3125,0.3125,0.3125
1,0.0,0.0,0.0
4,0.0,0.0,0.0
1,0.375,0.375,0.375
7,0.0,0.0,0.0
1,0.0,0.0,0.0
1,0.0,0.0,0.0
1,0.6818181818181818,0.6818181818181818,0.6818181818181818
2,0.38461538461538464,0.38461538461538464,0.38461538461538464
9,0.2631578947368421,0.2631578947368421,0.2631578947368421
13,0.0,0.0,0.0
15,0.2222222222222222,0.2222222222222222,0.2222222222222222
13,0.27586206896551724,0.27586206896551724,0.27586206896551724
13,0.0,0.0,0.0
13,0.2727272727272727,0.2727272727272727,0.2727272727272727
0,0.0,0.0,0.0
2,0.6923076923076923,0.6923076923076923,0.6923076923076923
4,0.2727272727272727,0.2727272727272727,0.2727272727272727
2,0.14814814814814814,0.14814814814814814,0.14814814814814814
10,0.45454545454545453,0.45454545454545453,0.45454545454545453
11,0.0,0.0,0.0
4,0.3125,0.3125,0.3125
0,0.4,0.4,0.4
2,0.375,0.375,0.375
4,0.0,0.0,0.0
4,0.23076923076923078,0.23076923076923078,0.23076923076923078
1,0.0,0.0,0.0
13,0.0,0.0,0.0
0,0.3333333333333333,0.3333333333333333,0.3333333333333333
1,0.13636363636363635,0.13636363636363635,0.13636363636363635
1,0.0,0.0,0.0
10,0.0,0.0,0.0
1,0.0,0.0,0.0
7,0.0,0.0,0.0
6,0.0,0.0,0.0
13,0.23333333333333334,0.23333333333333334,0.23333333333333334
7,0.0,0.0,0.0
3,0.0,0.0,0.0
8,0.0,0.0,0.0
8,0.0,0.0,0.0
2,0.375,0.375,0.375
0,0.0,0.0,0.0
6,0.0,0.0,0.0
3,0.0,0.0,0.0
12,0.5,0.5,0.5
10,0.0,0.0,0.0
1,0.20833333333333334,0.20833333333333334,0.20833333333333334
7,0.3333333333333333,0.3333333333333333,0.3333333333333333
1,0.19047619047619047,0.19047619047619047,0.19047619047619047
4,0.0,0.0,0.0
3,0.0,0.0,0.0
6,0.4444444444444444,0.4444444444444444,0.4444444444444444
13,0.2222222222222222,0.2222222222222222,0.2222222222222222
6,0.18181818181818182,0.18181818181818182,0.18181818181818182
3,0.0,0.0,0.0
6,0.0,0.0,0.0
3,0.0,0.0,0.0
0,0.7142857142857143,0.7142857142857143,0.7142857142857143
2,0.0,0.0,0.0
0,1.0,1.0,1.0
0,1.0,1.0,1.0
2,0.2857142857142857,0.2857142857142857,0.2857142857142857
3,0.4,0.4,0.4
1,0.0,0.0,0.0
6,0.5,0.5,0.5
3,0.0,0.0,0.0
5,0.47619047619047616,0.47619047619047616,0.47619047619047616
6,0.0,0.0,0.0
2,0.0,0.0,0.0
1,0.3125,0.3125,0.3125
4,0.0,0.0,0.0
8,0.0,0.0,0.0
1,0.23809523809523808,0.23809523809523808,0.23809523809523808
12,0.0,0.0,0.0
14,0.14285714285714285,0.14285714285714285,0.14285714285714285
1,0.35294117647058826,0.35294117647058826,0.35294117647058826
5,0.34782608695652173,0.34782608695652173,0.34782608695652173
9,0.13043478260869565,0.13043478260869565,0.13043478260869565
7,0.0,0.0,0.0
1,0.0,0.0,0.0
13,0.0,0.0,0.0
8,0.0,0.0,0.0
2,0.6153846153846154,0.6153846153846154,0.6153846153846154
6,0.2857142857142857,0.2857142857142857,0.2857142857142857
4,0.0,0.0,0.0
4,0.0,0.0,0.0
6,0.0,0.0,0.0
3,0.0,0.0,0.0
6,0.0,0.0,0.0
5,0.0,0.0,0.0
2,0.15384615384615385,0.15384615384615385,0.15384615384615385
1,0.46153846153846156,0.46153846153846156,0.46153846153846156
1,0.4074074074074074,0.4074074074074074,0.4074074074074074
4,0.23529411764705882,0.23529411764705882,0.23529411764705882
5,0.0,0.0,0.0
3,0.0,0.0,0.0
0,0.1875,0.1875,0.1875
3,0.25,0.25,0.25
5,0.0,0.0,0.0
9,0.3181818181818182,0.3181818181818182,0.3181818181818182
1,0.0,0.0,0.0
4,0.0,0.0,0.0
1,0.2,0.2,0.2
6,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
2,0.0,0.0,0.0
2,0.0,0.0,0.0
15,0.0,0.0,0.0
5,0.13793103448275862,0.13793103448275862,0.13793103448275862
9,0.375,0.375,0.375
2,0.0,0.0,0.0
4,0.13636363636363635,0.13636363636363635,0.13636363636363635
0,0.8,0.8,0.8
1,0.45454545454545453,0.45454545454545453,0.45454545454545453
11,0.12903225806451613,0.12903225806451613,0.12903225806451613
2,0.0,0.0,0.0
20,0.10344827586206896,0.10344827586206896,0.10344827586206896
6,0.0,0.0,0.0
6,0.0,0.0,0.0
6,0.0,0.0,0.0
6,0.3181818181818182,0.3181818181818182,0.3181818181818182
8,0.25,0.25,0.25
13,0.0,0.0,0.0
6,0.0,0.0,0.0
1,0.0,0.0,0.0
1,0.3181818181818182,0.3181818181818182,0.3181818181818182
9,0.0,0.0,0.0
6,0.34782608695652173,0.34782608695652173,0.34782608695652173
3,0.0,0.0,0.0
3,0.25,0.25,0.25
4,0.0,0.0,0.0
8,0.0,0.0,0.0
5,0.5,0.5,0.5
1,0.0,0.0,0.0
7,0.0,0.0,0.0
6,0.1,0.1,0.1
11,0.0,0.0,0.0
1,0.36363636363636365,0.36363636363636365,0.36363636363636365
15,0.0,0.0,0.0
1,0.0,0.0,0.0
10,0.0,0.0,0.0
7,0.22727272727272727,0.22727272727272727,0.22727272727272727
2,0.10714285714285714,0.10714285714285714,0.10714285714285714
10,0.4,0.4,0.4
8,0.0,0.0,0.0
5,0.0,0.0,0.0
7,0.35714285714285715,0.35714285714285715,0.35714285714285715
3,0.0,0.0,0.0
3,0.0,0.0,0.0
11,0.4090909090909091,0.4090909090909091,0.4090909090909091
8,0.0,0.0,0.0
18,0.0,0.0,0.0
2,0.21052631578947367,0.21052631578947367,0.21052631578947367
0,0.7692307692307693,0.7692307692307693,0.7692307692307693
1,0.0,0.0,0.0
5,0.35294117647058826,0.35294117647058826,0.35294117647058826
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
1,0.0,0.0,0.0
0,0.5555555555555556,0.5555555555555556,0.5555555555555556
4,0.0,0.0,0.0
6,0.0,0.0,0.0
0,0.0,0.0,0.0
19,0.0,0.0,0.0
12,0.0,0.0,0.0
1,0.0,0.0,0.0
8,0.0,0.0,0.0
4,0.0,0.0,0.0
0,0.3157894736842105,0.3157894736842105,0.3157894736842105
4,0.17857142857142858,0.17857142857142858,0.17857142857142858
8,0.28,0.28,0.28
4,0.11538461538461539,0.11538461538461539,0.11538461538461539
6,0.0,0.0,0.0
1,0.0,0.0,0.0
6,0.0,0.0,0.0
14,0.16,0.16,0.16
3,0.0,0.0,0.0
1,0.0,0.0,0.0
6,0.0,0.0,0.0
2,0.3684210526315789,0.3684210526315789,0.3684210526315789
2,0.3,0.3,0.3
9,0.0,0.0,0.0
2,0.38461538461538464,0.38461538461538464,0.38461538461538464
4,0.0,0.0,0.0
1,0.0,0.0,0.0
3,0.0,0.0,0.0
6,0.14814814814814814,0.14814814814814814,0.14814814814814814
3,0.17647058823529413,0.17647058823529413,0.17647058823529413
5,0.0,0.0,0.0
6,0.3333333333333333,0.3333333333333333,0.3333333333333333
6,0.0,0.0,0.0
7,0.32,0.32,0.32
13,0.0,0.0,0.0
9,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
0,0.7333333333333333,0.7333333333333333,0.7333333333333333
2,0.5652173913043478,0.5652173913043478,0.5652173913043478
0,0.7142857142857143,0.7142857142857143,0.7142857142857143
2,0.0,0.0,0.0
3,0.0,0.0,0.0
5,0.10526315789473684,0.10526315789473684,0.10526315789473684
4,0.2692307692307692,0.2692307692307692,0.2692307692307692
11,0.0,0.0,0.0
9,0.0,0.0,0.0
3,0.0,0.0,0.0
1,0.0,0.0,0.0
6,0.0,0.0,0.0
1,0.0,0.0,0.0
7,0.0,0.0,0.0
18,0.0,0.0,0.0
16,0.0,0.0,0.0
6,0.0,0.0,0.0
6,0.4,0.4,0.4
1,0.0,0.0,0.0
5,0.0,0.0,0.0
8,0.2692307692307692,0.2692307692307692,0.2692307692307692
14,0.0,0.0,0.0
5,0.0,0.0,0.0
1,0.0,0.0,0.0
3,0.5,0.5,0.5
0,0.0,0.0,0.0
6,0.0,0.0,0.0
3,0.0,0.0,0.0
7,0.2631578947368421,0.2631578947368421,0.2631578947368421
6,0.3684210526315789,0.3684210526315789,0.3684210526315789
6,0.0,0.0,0.0
5,0.36363636363636365,0.36363636363636365,0.36363636363636365
8,0.36363636363636365,0.36363636363636365,0.36363636363636365
8,0.0,0.0,0.0
2,0.0,0.0,0.0
0,0.8823529411764706,0.8823529411764706,0.8823529411764706
15,0.0,0.0,0.0
3,0.10714285714285714,0.10714285714285714,0.10714285714285714
4,0.0,0.0,0.0
4,0.0,0.0,0.0
15,0.2,0.2,0.2
0,1.0,1.0,1.0
19,0.0,0.0,0.0
14,0.0,0.0,0.0
11,0.0,0.0,0.0
10,0.0,0.0,0.0
2,0.13953488372093023,0.13953488372093023,0.13953488372093023
11,0.125,0.125,0.125
0,0.20833333333333334,0.20833333333333334,0.20833333333333334
1,0.25,0.25,0.25
3,0.21052631578947367,0.21052631578947367,0.21052631578947367
16,0.0,0.0,0.0
2,0.3684210526315789,0.3684210526315789,0.3684210526315789
1,0.5,0.5,0.5
11,0.0,0.0,0.0
4,0.45454545454545453,0.45454545454545453,0.45454545454545453
0,1.0,1.0,1.0
2,0.2727272727272727,0.2727272727272727,0.2727272727272727
3,0.18181818181818182,0.18181818181818182,0.18181818181818182
7,0.13636363636363635,0.13636363636363635,0.13636363636363635
1,0.0,0.0,0.0
6,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.42857142857142855,0.42857142857142855,0.42857142857142855
3,0.0,0.0,0.0
6,0.0,0.0,0.0
4,0.3333333333333333,0.3333333333333333,0.3333333333333333
10,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
6,0.0,0.0,0.0
5,0.0,0.0,0.0
1,0.0,0.0,0.0
12,0.0,0.0,0.0
17,0.0967741935483871,0.0967741935483871,0.0967741935483871
9,0.14705882352941177,0.14705882352941177,0.14705882352941177
2,0.7,0.7,0.7
1,0.4444444444444444,0.4444444444444444,0.4444444444444444
7,0.0,0.0,0.0
13,0.0,0.0,0.0
11,0.0,0.0,0.0
5,0.0,0.0,0.0
5,0.0,0.0,0.0
1,0.15789473684210525,0.15789473684210525,0.15789473684210525
10,0.0,0.0,0.0
19,0.0,0.0,0.0
8,0.0,0.0,0.0
14,0.4090909090909091,0.4090909090909091,0.4090909090909091
3,0.3076923076923077,0.3076923076923077,0.3076923076923077
3,0.3888888888888889,0.3888888888888889,0.3888888888888889
2,0.13636363636363635,0.13636363636363635,0.13636363636363635
2,0.38461538461538464,0.38461538461538464,0.38461538461538464
4,0.0,0.0,0.0
3,0.0,0.0,0.0
10,0.0,0.0,0.0
3,0.6428571428571429,0.6428571428571429,0.6428571428571429
9,0.0,0.0,0.0
1,0.13636363636363635,0.13636363636363635,0.13636363636363635
1,0.35714285714285715,0.35714285714285715,0.35714285714285715
4,0.0,0.0,0.0
5,0.0,0.0,0.0
9,0.0,0.0,0.0
0,0.38461538461538464,0.38461538461538464,0.38461538461538464
7,0.0,0.0,0.0
2,0.3333333333333333,0.3333333333333333,0.3333333333333333
2,0.32,0.32,0.32
6,0.0,0.0,0.0
5,0.26666666666666666,0.26666666666666666,0.26666666666666666
5,0.13636363636363635,0.13636363636363635,0.13636363636363635
5,0.0,0.0,0.0
6,0.3181818181818182,0.3181818181818182,0.3181818181818182
0,0.0,0.0,0.0
9,0.0,0.0,0.0
7,0.0,0.0,0.0
4,0.0,0.0,0.0
17,0.0,0.0,0.0
2,0.0,0.0,0.0
1,0.0,0.0,0.0
16,0.18518518518518517,0.18518518518518517,0.18518518518518517
5,0.35294117647058826,0.35294117647058826,0.35294117647058826
5,0.0,0.0,0.0
3,0.2,0.2,0.2
4,0.0,0.0,0.0
7,0.42857142857142855,0.42857142857142855,0.42857142857142855
1,0.0,0.0,0.0
9,0.0,0.0,0.0
9,0.1724137931034483,0.1724137931034483,0.1724137931034483
1,0.6875,0.6875,0.6875
8,0.2727272727272727,0.2727272727272727,0.2727272727272727
10,0.2222222222222222,0.2222222222222222,0.2222222222222222
5,0.08333333333333333,0.08333333333333333,0.08333333333333333
2,0.0,0.0,0.0
5,0.0,0.0,0.0
0,0.0,0.0,0.0
2,0.17647058823529413,0.17647058823529413,0.17647058823529413
11,0.0,0.0,0.0
4,0.0,0.0,0.0
7,0.4375,0.4375,0.4375
5,0.0,0.0,0.0
7,0.0,0.0,0.0
5,0.0,0.0,0.0
1,0.0,0.0,0.0
21,0.0,0.0,0.0
9,0.0,0.0,0.0
1,0.0,0.0,0.0
1,0.35714285714285715,0.35714285714285715,0.35714285714285715
5,0.0,0.0,0.0
7,0.13043478260869565,0.13043478260869565,0.13043478260869565
3,0.3333333333333333,0.3333333333333333,0.3333333333333333
2,0.3333333333333333,0.3333333333333333,0.3333333333333333
2,0.3684210526315789,0.3684210526315789,0.3684210526315789
13,0.0,0.0,0.0
1,0.8888888888888888,0.8888888888888888,0.8888888888888888
6,0.0,0.0,0.0
7,0.22727272727272727,0.22727272727272727,0.22727272727272727
1,0.0,0.0,0.0
4,0.36666666666666664,0.36666666666666664,0.36666666666666664
2,0.0,0.0,0.0
6,0.0,0.0,0.0
9,0.0,0.0,0.0
3,0.2777777777777778,0.2777777777777778,0.2777777777777778
11,0.3333333333333333,0.3333333333333333,0.3333333333333333
1,0.6428571428571429,0.6428571428571429,0.6428571428571429
5,0.0,0.0,0.0
6,0.4,0.4,0.4
1,0.625,0.625,0.625
8,0.0,0.0,0.0
1,0.125,0.125,0.125
1,0.0,0.0,0.0
1,0.5833333333333334,0.5833333333333334,0.5833333333333334
7,0.0,0.0,0.0
12,0.18518518518518517,0.18518518518518517,0.18518518518518517
0,0.0,0.0,0.0
5,0.2857142857142857,0.2857142857142857,0.2857142857142857
3,0.0,0.0,0.0
6,0.18181818181818182,0.18181818181818182,0.18181818181818182
4,0.0,0.0,0.0
6,0.13636363636363635,0.13636363636363635,0.13636363636363635
11,0.14814814814814814,0.14814814814814814,0.14814814814814814
3,0.0,0.0,0.0
4,0.0,0.0,0.0
11,0.13636363636363635,0.13636363636363635,0.13636363636363635
8,0.0,0.0,0.0
0,1.0,1.0,1.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
1,0.5333333333333333,0.5333333333333333,0.5333333333333333
1,0.5833333333333334,0.5833333333333334,0.5833333333333334
3,0.3333333333333333,0.3333333333333333,0.3333333333333333
1,0.0,0.0,0.0
9,0.0,0.0,0.0
3,0.0,0.0,0.0
0,1.0,1.0,1.0
16,0.0,0.0,0.0
5,0.46153846153846156,0.46153846153846156,0.46153846153846156
7,0.3333333333333333,0.3333333333333333,0.3333333333333333
1,0.5833333333333334,0.5833333333333334,0.5833333333333334
13,0.0,0.0,0.0
4,0.2222222222222222,0.2222222222222222,0.2222222222222222
11,0.09090909090909091,0.09090909090909091,0.09090909090909091
1,0.0,0.0,0.0
1,0.23809523809523808,0.23809523809523808,0.23809523809523808
9,0.0,0.0,0.0
4,0.0,0.0,0.0
1,0.25925925925925924,0.25925925925925924,0.25925925925925924
5,0.42105263157894735,0.42105263157894735,0.42105263157894735
23,0.5,0.5,0.5
6,0.4117647058823529,0.4117647058823529,0.4117647058823529
4,0.0,0.0,0.0
8,0.0,0.0,0.0
18,0.20833333333333334,0.20833333333333334,0.20833333333333334
1,0.4375,0.4375,0.4375
6,0.5294117647058824,0.5294117647058824,0.5294117647058824
0,0.5555555555555556,0.5555555555555556,0.5555555555555556
12,0.0,0.0,0.0
2,0.6923076923076923,0.6923076923076923,0.6923076923076923
3,0.0,0.0,0.0
2,0.0,0.0,0.0
0,0.5714285714285714,0.5714285714285714,0.5714285714285714
8,0.1111111111111111,0.1111111111111111,0.1111111111111111
1,0.0,0.0,0.0
11,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.08571428571428572,0.08571428571428572,0.08571428571428572
4,0.18181818181818182,0.18181818181818182,0.18181818181818182
16,0.21739130434782608,0.21739130434782608,0.21739130434782608
1,0.15,0.15,0.15
5,0.0,0.0,0.0
8,0.20588235294117646,0.20588235294117646,0.20588235294117646
6,0.0,0.0,0.0
5,0.0,0.0,0.0
4,0.0,0.0,0.0
4,0.0,0.0,0.0
2,0.0,0.0,0.0
0,0.0,0.0,0.0
11,0.22727272727272727,0.22727272727272727,0.22727272727272727
0,0.0,0.0,0.0
15,0.0,0.0,0.0
0,1.0,1.0,1.0
7,0.0,0.0,0.0
10,0.0,0.0,0.0
13,0.19047619047619047,0.19047619047619047,0.19047619047619047
1,0.0,0.0,0.0
4,0.2727272727272727,0.2727272727272727,0.2727272727272727
21,0.0,0.0,0.0
11,0.34615384615384615,0.34615384615384615,0.34615384615384615
4,0.0,0.0,0.0
16,0.13333333333333333,0.13333333333333333,0.13333333333333333
2,0.3684210526315789,0.3684210526315789,0.3684210526315789
4,0.14285714285714285,0.14285714285714285,0.14285714285714285
13,0.0,0.0,0.0
2,0.2631578947368421,0.2631578947368421,0.2631578947368421
1,0.0,0.0,0.0
9,0.15151515151515152,0.15151515151515152,0.15151515151515152
3,0.0,0.0,0.0
3,0.0,0.0,0.0
11,0.0,0.0,0.0
2,0.0,0.0,0.0
9,0.29411764705882354,0.29411764705882354,0.29411764705882354
2,0.2222222222222222,0.2222222222222222,0.2222222222222222
13,0.0,0.0,0.0
11,0.0,0.0,0.0
15,0.18518518518518517,0.18518518518518517,0.18518518518518517
6,0.0,0.0,0.0
0,1.0,1.0,1.0
23,0.0,0.0,0.0
5,0.5625,0.5625,0.5625
7,0.16666666666666666,0.16666666666666666,0.16666666666666666
3,0.1875,0.1875,0.1875
2,0.0,0.0,0.0
4,0.6,0.6,0.6
9,0.0,0.0,0.0
14,0.0,0.0,0.0
5,0.3888888888888889,0.3888888888888889,0.3888888888888889
3,0.5217391304347826,0.5217391304347826,0.5217391304347826
1,0.0,0.0,0.0
2,0.0,0.0,0.0
0,0.0,0.0,0.0
6,0.2631578947368421,0.2631578947368421,0.2631578947368421
8,0.0,0.0,0.0
2,0.3333333333333333,0.3333333333333333,0.3333333333333333
3,0.0,0.0,0.0
